speaker_id,sentence_id,sentence,is_question
4,553,"Myślę, że takie, takie miejsca powinny być zapewnione, chociażby jedno na, na województwo.",0
4,554,"No umówmy się, dzisiaj gwałt nie jest, i aborcja dokonywana z powodu gwałtu nie jest rzeczą, sprawą nagminną.",0
4,555,"Są to wyjątkowe sytuacje — czy gwałt, czy kazirodztwo, czy w ogóle czyn zabroniony.",0
4,556,Są to wyjątkowe sytuacje.,0
4,557,"Domyślam się, że w każdym województwie, a jeżeli nie, to przecież można podpisać umowę z odpowiednim lekarzem, który przyjedzie i taki zabieg wykona.",0
4,558,"Natomiast pewnie są szpitale, gdzie większość lekarzy albo duża, spora część lekarzy jest w stanie aborcji dokonać w takich sytuacjach, ale z drugiej strony…",0
1,559,"…No dobrze, a pani jako lekarka?",1
1,560,"Ja wiem, że pani nie jest ginekolożką tylko internistką.",0
4,561,Tak.,0
1,562,No ale…,0
4,563,"Nie znam procedury, no nie jestem specjalistą ginekologii",0
1,564,"Dobrze, ale czy pani by powołała się na tę klauzulę sumienia na przykład w przypadku gwałtu?",1
1,565,"Powiedziałaby pani osobie w ciąży kobiecie w ciąży: „nie, nie usunę tego dziecka, bo dziecko nie jest niczemu winne i w związku z tym trzeba pozwolić temu dziecku żyć”?",1
4,566,"Nie, ja myślę, że to akurat gdybym była ginekologiem, raczej nie potrafiłabym dokonać aborcji.",0
4,567,"Nie wiem, trudno mi to określić.",0
4,568,"Nigdy nie byłam też świadkiem aborcji tak czysto technicznie chirurgicznie, na sali zabiegowej, ale wydaje mi się, że nie potrafiłabym.",0
4,569,"Natomiast wiem, że są lekarze, którzy, którzy czynią w tych, w tej sytuacji potrafią zrobić aborcję i nie, nie muszą powoływać się na klauzulę sumienia.",0
4,570,"I wydaje mi się, że po prostu trzeba zweryfikować, które to są osoby.",0
4,571,"Ja akurat ten temat, o którym pani poseł mówi o dwóch województwach — podkarpackie, tak?",1
5,572,Lubelskie.,0
4,573,No po prostu tą dostępność w tych sytuacjach wyjątkowych zapewnić.,0
4,574,"Natomiast to jest tylko jeden określona, jedna określona sytuacja.",0
4,575,"Tak jak powiedzieliśmy, w sytuacji zagrożenia życia i zdrowia, w ogóle nie mamy tutaj przestrzeni, bo, bo…",0
5,576,"…Chciałabym w to wierzyć, że lekarze nie boją się…",0
4,577,…Ale pani poseł.,0
4,578,"Ale pani, pani poseł, żaden lekarz…",0
5,579,"…prokuratura na, na, na karku.",0
4,580,"Żaden lekarz nie zdecyduje się na to, by nie pomóc w nie ratować życia pacjentki, tylko po prostu to, co to, co często powtarzacie i, i trochę jest to polityczne i jest to pewna taka manipulacja polityczna — żaden lekarz, jeżeli ma ratować życie kobiety matki, to zrobi również to, tą aborcję, jeżeli właśnie jest ona potrzebna, by ją ratować.",0
1,581,"Szanowne panie, szanowni państwo, a czy powrót do tak zwanego kompromisu aborcyjnego, czyli do ustawy, która obowiązywała do wyroku Trybunału Konstytucyjnego sprzed lat trzech i pół?",1
1,582,"Czy ten kompromis, tak nazywany „kompromisem” zadowalałby kogokolwiek?",1
5,583,Pan redaktor na mnie patrzy…,0
1,584,…Tak.,0
5,585,"Ale pan redaktor zna odpowiedź na to pytanie, bo nieraz ze mną rozmawiał w tej sprawie.",0
1,586,"Pani odpowiedź ja znam, chciałbym, chciałbym, żeby poznali również wszyscy nasi widzowie.",0
5,587,To właściwie był kompromis chyba między Klerem a politykami.,0
5,588,Na pewno nikt nie pytał o kobiet o zdanie.,0
1,589,A to dlaczego pani tak uważa?,1
1,590,Tutaj u nas…,0
5,591,…Bo było mniej kobiet w parlamencie niż jest obecnie,0
1,592,"Tu ma pani dwie, dwie panie, które są zwolenniczkami zakazu aborcji.",0
1,593,"No, to też kobiety.",0
5,594,Ja to rozumiem.,0
5,595,"I ja rozumiem też światopogląd pani poseł, czy pani doktor.",0
5,596,Mają panie do tego absolutne prawo.,0
5,597,"Tylko że nie mają pani prawa narzucać go innym osobom, które mogą myśleć inaczej i które muszą mieć ten wybór, bo naprawdę…",0
4,598,"…Dokładnie tak samo mogłabym pani poseł powiedzieć, ale ale dokładnie tak samo.",0
5,599,"Tak, ale pani by chciała decydować o tym, co ja mogę zrobić, a ja nie chcę decydować o tym, co pani może zrobić.",0
5,600,To jest między nami różnica.,0
4,601,Ale tu jest świetne rozwiązanie — referendum.,0
4,602,"Pani, pani poseł, my jesteśmy tylko politykami, tak naprawdę o tym powinni decydować Polki i Polacy, tak?",1
4,603,Dlaczego nie zrobić w tym temacie referendum?,1
1,604,Pani partia akurat nie jest specjalnie…,0
5,605,"…Pan prezydent Andrzej Duda chyba powiedział, że tutaj nie robi się referendów w takich sprawach.",0
4,606,"Ale ja tutaj specjalnie do pani, no ja myślę, że nie, oczywiście, że mogę to rozwinąć i, i też nie czuję, że żeby w sprawie życia bądź śmierci dziecka nienarodzonego robić referendum.",0
4,607,Dla mnie w ogóle to nie jest kwestia pod referendum.,0
4,608,"Natomiast mówię do pani poseł, która jest przedstawicielką Lewicy…",0
1,609,"…Rozumiem, to było prowokacyjne pytanie, tak?",1
4,610,…najbardziej demokratycznej partii w Polsce.,0
4,611,"Myślę, że to właśnie państwo najbardziej powinno zależeć na tym, by, by demokratycznie Polacy mogli się wypowiedzieć w tej sprawie, jeżeli pani nie umie odpowiedzieć na pewne…",0
5,612,"…Demokratycznie mamy już cztery ustawy w Sejmie, wszyscy je znają.",0
5,613,I naprawdę nie o tym dzisiaj.,0
4,614,No i każda jest różna.,0
4,615,I każda demokratyczna państwa ustawa mówi co innego.,0
1,616,"Przepraszam bardzo, może pani doktor zabrałaby głos?",1
5,617,"Faktycznie, bo pani doktor, stanę w jej obronie, bo nie mówiła teraz ostatnio.",0
1,618,Jak przy pani trudno się…,0
5,619,To ja dlatego oddaję pole tutaj.,0
1,620,"Pani doktor, czy referendum?",1
1,621,"Pytam panią jako obywatela, nie jako lekarz.",0
1,622,"Czy referendum powinno być tym sposobem, w którym, no, zdecydujemy o tym, czy aborcja jest legalna, czy nie?",1
3,623,"No moim zdaniem aborcja powinna być prawem, prawem kobiety do wolnego wyboru, czyli jeżeli rozmawiamy o aborcji w kontekście praw człowieka, to, to ta dana kobieta, jeżeli potrzebuje i chce porozmawiać z partnerem, z rodziną, z przyjaciółką, to ona we własnym kąciku, w domu powinna tę decyzję podjąć i nie sądzę, że te osoby, które tej decyzji nigdy w życiu nie będą w stanie podjąć głosowały za tym, czy ona ma do tego prawo, czy do tego prawa, czy tego prawa nie ma.",0
1,624,Czyli referendum to nie jest sposób.,0
1,625,"Ale wie pani dobrze, że żeby ustawa się zmieniła, ktoś musi tę decyzję podjąć.",0
3,626,"Ja myślę, że rzeczywiście z punktu widzenia politycznego zapewne jest aktualnie mała szansa na to, że na pewno jakakolwiek ustawa, która by mocno liberalizowała prawo do aborcji, czyli coś więcej niż kompromis, będzie miała ciężko przejść, nawet z uwagi na kwestie pana prezydenta.",0
1,627,"Ale gdyby nie było tego prezydenta, ja pytam panią o sposób załatwiania tej sprawy, sposób taki, w którym to obywatele, no bo ktoś musi tę decyzję podjąć.",0
1,628,Pani mówi: to powinno być prawo kobiety.,0
1,629,"Panie powiedzą, że prawej kobiety jest praw do życia, także tej kobiety nienarodzonej.",0
1,630,Tej spór możemy ciągnąć na wieki.,0
1,631,"A ja pytam w związku z tym o jego rozstrzygnięcie, to znaczy o tę decyzję polityczną.",0
1,632,"Kto powinien podejmować tą decyzję — sejm, obywatele w referendum?",1
3,633,"No ja myślę, że obywatele w Polsce pewien sposób zdecydowali i frekwencją, która była w wyborach i w tym, jaką mamy w tym momencie większość parlamentarną, więc…",0
1,634,"No to się może okazać, że to bardzo ciekawe właśnie, jaką mamy większość parlamentarną, pani poseł.",0
1,635,"Ja wcale nie jestem pewien, czy ta większość…",0
5,636,"…Jedenastego kwietnia się ma okazać, podobno.",0
1,637,"No i jedenastego kwietnia, pani poseł, to się okaże, czy te ustawy przejdą do, do komisji, a nie czy…",0
5,638,"…No tak, to też będzie głosowanie.",0
1,639,Pani profesor.,0
2,640,Nie wiem.,0
4,641,Mowa o ustawach.,0
2,642,Nie wiem.,0
1,643,Kto…,0
2,644,"…Dlatego, że będziemy ciągle w tym samym miejscu.",0
2,645,Znowu nie posunie to sprawy kobiet do przodu.,0
2,646,"Owszem, może być referendum, ale tutaj, ja myślę, że tutaj, tutaj muszą rozstrzygnąć to politycy, co będzie lepsze dla kobiet.",0
2,647,Bo to…,0
1,648,…A dlaczego politycy…,0
2,649,…Dlatego…,0
1,650,"…Przepraszam, ja będę teraz adwokatem diabła, no.",0
1,651,"Nie dlatego, że, no właśnie, sam jestem orędownikiem referendów w każdej sprawie, ale pytanie jest proste — no ktoś musi zdecydować.",0
1,652,"Dlaczego ma zdecydować tylko pani poseł Sójka i pani poseł Żukowska, a panie nie.",0
5,653,I tak na końcu decyduje ustawodawca.,0
5,654,I tak musi być ustawa.,0
1,655,Ja wiem akurat.,0
2,656,No bo to zależy potem od tych dalszych etapów i dalszego działania.,0
2,657,"Ja takie, ja nie jestem politykiem i, i trudno mi się na ten temat wypowiedzieć.",0
2,658,"Oczywiście, no w niektórych sprawach referendum jest bardzo dobre, możemy pytać kobiety, tylko jakie oczekiwania są z naszej strony prawej i z lewej, co do tego referendum.",0
1,659,"No oczekiwania są takie, że w końcu ktoś zdecyduje.",0
1,660,"Pani poseł Żukowska ma całkowitą rację — referendum w Polsce nie byłoby wiążące, to znaczy i tak ostatecznie to sejm musiałby…",0
5,661,Ono nie zmienia samo w sobie prawa.,0
5,662,Nie jest źródłem prawa.,0
5,663,"Źródłem prawa jest ustawa, która musi zostać przyjęta przez sejm.",0
5,664,"Co więcej, wbrew temu co twierdzi pan marszałek Sejmu Szymon Hołownia, Konstytucja przewiduje tylko dwa przypadki, w których prezydent nie może zawetować jakiejś ustawy — jest to ustawa budżetowa i prowizorium budżetowe.",0
5,665,"Każdą inną, niestety nawet tę przyjętą w wyniku wiążącego, przyjmijmy że by było, referendum, także.",0
5,666,Także to jest bardziej skomplikowane.,0
5,667,I to wydłuża tylko ten proces decyzyjny.,0
5,668,Po prostu.,0
1,669,"To ja wrócę do pytania o kompromis, bo pani już zdążyła powiedzieć, a panie nie.",0
1,670,"Czy kompromis aborcyjny byłby tym miejscem, gdzie panie by się cofnęły?",1
1,671,"Czy, czy to byłby, czy to byłaby jakakolwiek szansa no na uspokojenie nastrojów i załatwienie spraw aborcji?",1
4,672,"To ja jeszcze tylko muszę wrócić, bo…No muszę, panie redaktorze.",0
1,673,Ok.,0
4,674,Była mowa o referendum.,0
4,675,"Ja powiedziałam, że uważam, że Lewica, gdyby tak bardzo zależało na, na tym, by Polki i Polacy mogli demokratycznie zadecydować, to zdecydowalibyście się państwo na referendum, które być może przyspieszyłoby te prace…",0
5,676,…No właśnie próbuję od roku.,0
4,677,"…Prace, prace obecnego, obecnego sejmu.",0
4,678,"Natomiast ja myślę, że…",0
1,679,"A to nie jest tak, że pani się po prostu boi wyniku referendum?",1
4,680,"Ja właśnie chciałam to powiedzieć, że wydaje mi się, że państwo bardzo dobrze wiecie, jakie są nastroje, jakie są zdania, zdania Polaków na temat aborcji, bo chyba nawet dla RMF FM w listopadzie słyszałam, że większość, więcej niż pięćdziesiąt procent przeciw, Polek i Polaków jest przeciwnym, a chyba CBOŚ, CBOŚ miał też takie, takie dane statystyczne, które mówiły o tym, że około siedemdziesięciu Polaków, Polek i Polaków absolutnie nie popiera, by aborcja była inna niż ta z dwa tysiące dwudziestego roku, czyli z tego czasu przed wyrokiem Trybunału Konstytucyjnego.",0
4,681,"Więc myślę, że państwo zupełnie świadomie wiecie, że, że to referendum nie przyniosłoby odpowiedzi i w zasadzie takiego samego zdania, jakie państwo prezentujecie, chociaż uważam, że pani poseł tu powinna też trochę bardzo po cichu mówić o tym, że nie do końca popiera referendum w tej sprawie i w ogóle, bo jednak jesteście partią demokratyczną i równouprawnienie, i w ogóle możliwość wypowiadania się Polek i Polaków leży wam na sercu, więc myślę, że to jest jakaś, jakieś rozwiązanie dla państwa.",0
4,682,Też pani doktor powiedziała o większości parlamentarnej.,0
4,683,No większość parlamentarna ma dzisiaj moc decyzyjną.,0
4,684,"Pan premier Donald Tusk niedawno, chyba w Dzień Kobiet, wypowiedział się na temat właśnie klauzuli sumienia i tym, że będzie kierował do prokuratury informacje na temat lekarzy i szpitali, które nie będą wykonywać aborcji, natomiast to dzisiaj właśnie ten rząd i ta większość parlamentarna, która akurat jest większością wieloskładnikową, bo akurat Prawo i Sprawiedliwość dostało największą ilość mandatów w sejmie, natomiast nie tworzy większości dzisiaj w tym sejmie, bo ta większość jest właśnie wieloskładnikowa, składa się z wielu partii, ale właśnie ta większość ma dzisiaj możliwość, by, by po prostu wyciągnąć na stół te ustawy i nad nimi pracować.",0
4,685,"Pudrowanie kobiet w Dzień Kobiet na zasadzie, na zasadzie tego nie jest dobrą odpowiedzią.",0
4,686,Także to a propos…,0
5,687,"…Nie było, zgadzam się z panią.",0
4,688,"To a propos, oto a propos tego, co dzieje się w sejmie, i takie, takie trochę przerzucanie się…",0
1,689,Czy krytyka Donalda Tuska łączy posłankę Żukowską z panią posłanką Sójką?,1
4,690,"Państwo, myślę, bardzo dobrze wiecie, jakie są odpowiedzi na temat referendum, na temat tego, co Polki i Polacy sądzą i po prostu tak przerzucacie się trochę tym tematem, tymi ustawami na prawo, na lewo.",0
4,691,"Sama jestem ciekawa, co, co z tego państwu wyjdzie.",0
4,692,"Natomiast kompromis, tak?",1
4,693,Pytanie było o…?,1
1,694,"O kompromis, o to, czy jest, czy to, co było nazywane kompromisem, czyli czymś, na co z trudem, ale jednak na przykład pani mogłaby się zgodzić.",0
4,695,"Ale mowa o dwa tysiące dwudziestym roku, tym sprzed wyrokiem Trybunału Konstytucyjnego.",0
1,696,"Tak, tym sprzed dwa tysiące dwudziestego roku.",0
5,697,Nawet pan premier Morawiecki niedawno żałował.,0
4,698,…Jeżeli chodzi o…,0
5,699,…Że do tego doszło.,0
5,700,Zaostrzenie…,0
4,701,…Jeżeli…,0
5,702,"…Jesteśmy… Tylko naprawdę, jesteśmy jedynym krajem Uni Europejskiej i tylko jednym z czterech krajów na świecie, który w przeciągu trzydziestu lat zaostrzył przepisy dotyczące prawa do przerywania ciąży…",0
1,703,A to…,0
5,704,…Zaostrzył.,0
5,705,Jedynym w Uni Europejskiej.,0
1,706,"Wie pani doskonale… No dobra, nie chcę wchodzić w rozważania prawne.",0
4,707,"Powoływanie się na, na wszystkie rozwiązania prawne, które funkcjonują w innych krajach no, no nie musi również występować w Polsce.",0
4,708,Nie jesteśmy…,0
5,709,"…Cztery na świecie, naprawdę, cztery kraje na świecie: Salwador, Nikaragua…",0
4,710,"…nie musimy jakby we wszystkich aspektach życia kierować się tym, co robią inni…",0
5,711,…Polska.,0
4,712,Możemy mieć też swoje zdanie.,0
4,713,"Natomiast, jeśli chodzi o kompromis — dla mnie to jest bardzo trudna sytuacja, bo jakby dzisiaj przez te, od wyroku Trybunału Konstytucyjnego zmieniła się kwestia tego, ze dzieci, które są chore, które mają wady letalne bądź choroby genetyczne — no, jakby wtedy można było dokonać aborcji, natomiast dzisiaj nie można.",0
4,714,"Ja osobiście nie mam odpowiedzi na to, na to pytanie, bo dla mnie dziecko z trisomią dwadzieścia jeden, czyli z zespołem Downa, jest jak najbardziej dzieckiem, które urodzi się i pięknie funkcjonuje, i to jest dla mnie człowiek, cały czas człowiek.",0
4,715,"Natomiast jakby tak samo dzieci z wadami letalnymi — dla mnie jako kobiety, jako matki, nie byłam nigdy w takiej sytuacji i nie chciałabym być w tej sytuacji, ale wyobrażam sobie, że urodzić dziecko nawet z wadą letalną i je zobaczyć, się z nim przywitać, że to jest piękne, tak mi się wydaje.",0
4,716,Natomiast…,0
5,717,…To może zostawmy w takim razie tę decyzję tym kobietom.,0
4,718,"…Ale, ale pani poseł, proszę mi dać dokończyć tą odpowiedź.",0
4,719,"Natomiast nie wiem co, co czują, co czują kobiety, które noszą w, ciążę z dzieckiem z wadą na przykład letalną.",0
4,720,Trudno mi podjąć do końca decyzję w tej sprawie.,0
4,721,"Wydaje mi się, że na pewno złą rzeczą, którą wywołał wyrok Trybunału Konstytucyjnego, było to, że dzisiaj mówimy o tym, by aborcja była chociażby chyba w którymś z projektów do dwudziestego czwartego tygodnia ciąży legalna i, i dostępna bez większego problemu.",0
5,722,W przypadku wad letalnych.,0
1,723,Pani profesor.,0
2,724,Cóż ja powiem.,0
1,725,"Jest pani obywatelką, jest pani…",0
2,726,Mogę mówić?,1
1,727,Tak.,0
2,728,Jako…,0
1,729,"…Za siebie, rzecz jasna.",0
2,730,"Za siebie, za siebie.",0
2,731,"Na pewno tragedią jest dziecko, które, które ma wady i, i matka chodzi w ciąży z dzieckiem, które jest chore, ale jeżeli…",0
1,732,Jeżeli?,1
2,733,"Trochę trudno mi o tym mówić, ale powiem.",0
2,734,"Jeżeli, jeżeli w, w badaniu ultrasonograficznym bądź genetycznym rzeczywiście jest to wada letalna, trudno nam bez jej własnej decyzji zmuszać kobietę do czegokolwiek.",0
2,735,"Ja wiem, że ja bym urodziła takie dziecko.",0
2,736,Ale to jest moja suwerenna decyzja.,0
2,737,"Ja, jako Ewa Dmoch-Gajzlerska.",0
2,738,"Natomiast ja nie mam prawa komuś narzucać tego, że jeżeli jest wada letalna, to kobieta musi, to kobieta ma podejmować decyzje o kontynuowaniu ciąży, jak również o, o tym, żeby decydować o przerwaniu.",0
2,739,A dlaczego?,1
2,740,"Dlatego, że na świecie, w europie, tam, gdzie ja bywałam, w Belgii, bo mamy dwa programy unijne, które prowadzimy teraz, jest taka instytucja, która nazywa się Hospicjum Perinatalne.",0
2,741,"I to hospicjum rozwiązuje w wielu tych trudnych przypadkach, naprawdę, sytuację.",0
2,742,"I to powinno być, takie ośrodki powinny być już dawno stworzone właśnie w różnych miejscach polski.",0
2,743,"Tak jak NFZ, który, gdzie mówimy o działaniu NFZ-tu i o tych lekarzach, którzy dokonują aborcji i druga grupa to są hospicja perinatalne.",0
1,744,"To ja teraz, zanim oddam głos, pani doktor Annie Orawiec…",0
3,745,"…Dziękuję, czekam.",0
1,746,"…której bardzo chce już na to odpowiedzieć, to ja teraz państwa zaproszę do tego, żebyście państwo zadzwonili, można zadać pytanie wszystkim naszym gościom, jednej z pań.",0
1,747,"Tak czy owak — zapraszam, numer się wyświetla.",0
1,748,"To jest warszawski numer, czyli dwadzieścia dwa dziesięć trzydzieści dwa oraz trzy zera, w końcu to Kanał Zero.",0
1,749,"Pani doktor, słuchamy.",0
3,750,"No ja tak naprawdę od kilku lat, a już na pewno od czasu zmiany prawa aborcyjnego co najmniej raz w tygodniu rozmawiam z pacjentką, która albo dokonała aborcji, albo chciałaby jej dokonać.",0
3,751,"Pani minister powiedziała, że nie wie, jak się czuje pacjentka, która nosi w sobie płód z wadami letalnymi.",0
3,752,No dla tej pacjentki to jest tragedia.,0
3,753,Te pacjentki nie są w stanie sobie poradzić z tym psychicznie.,0
3,754,"Nie są w stanie wyobrazić sobie tego, że za chwilę będą czuły ruchy, a potem tego dziecka nie będzie.",0
4,755,"Ale są takie pacjentki, które rodzą też dzieci z wadami letalnymi.",0
3,756,"I takim pacjentkom też towarzyszymy, pani minister.",0
3,757,My tych pacjentek nie zostawiamy.,0
4,758,"Nie jestem w stanie sobie wyobrazić, jak czuje się pacjentka, która podejmuje tę decyzję o tej aborcji.",0
4,759,Tego sobie nie jestem w stanie wyobrazić.,0
3,760,Są pacjentki…,0
4,761,"(niezrozumiałe)… sobie pacjentkę, która podejmuje decyzję o aborcji, obojętnie z jakiego powodu.",0
4,762,"Myślę, że to jest ogromna trauma, że to jest ogromne przeżycie, które…",0
3,763,Ale to jest indywidualna decyzja tej pacjentki.,0
4,764,Indywidualna.,0
4,765,"I myślę, że powinniśmy właśnie porozmawiać o innym aspekcie, o aspekcie opieki psychologicznej, o aspekcie wsparcia emocjonalnego, bo to jest bardzo trudne.",0
4,766,"Dlatego bardzo nie godzę się z tym takim mówieniem, to, co wybrzmiało na samym początku, że aborcja jest ok.",0
4,767,"Aborcja, uważam, że nigdy nie jest ok, natomiast wiem, że kobiety podejmują taką z różnych powodów taką decyzję i bardzo istotnym jest, żeby w tym momencie dać im ogromne wsparcie, bo jest to na pewno ogromna trauma dla każdej kobiety, która musi taką decyzję podjąć, niezależnie od tego, czy zdecyduje się urodzić…",0
5,768,"…Nie, nie dla każdej jest trauma, naprawdę w większości przypadków to jest ulga dla kobiety, która podejmuje taką decyzję samodzielnie, czyli bez nacisków.",0
5,769,Zdarzają się…,0
4,770,"…No ja mam, pani poseł, inne zdanie.",0
5,771,"Dobrze, ale wszelkie badania pokazują, że jednak jest to głównie…",0
4,772,…A które badania?,1
4,773,"Pani poseł, no…",0
5,774,"Te, które są dokonywane przez ludzi, którzy rzeczywiście przeprowadzają albo pomagają przeprowadzać te aborcje w Polsce.",0
5,775,"I nie są to szpitale, bo w polskich szpitalach formalnie przeprowadza się sto aborcji rocznie na trzydziestoośmiomilionowy kraj.",0
1,776,"Czyli mówi pani o aktywistach aborcyjnych, tak?",1
1,777,Bo jeżeli nie w szpitalach.,0
5,778,"Tak, tak, bo przeprowadza się znacznie więcej.",0
5,779,Polki przeprowadzają co najmniej….,0
5,780,aborcji rocznie.,0
1,781,"Mamy pierwszy telefon, przepraszam, i słuchamy.",0
1,782,"Halo, halo?",1
6,783,Dobry wieczór.,0
1,784,Dobry wieczór.,0
1,785,Z kim rozmawiamy?,1
6,786,"Dzień dobry, państwu.",0
6,787,Kłania się Kamil z Warszawy.,0
6,788,"I słowem wstępu chcę podziękować za zorganizowanie tej debaty między paniami, za pełną kulturę, dyskusję i chciałbym zabrać głos jako mężczyzna.",0
6,789,"Ja zdaję sobie sprawę, że to pewnie jest kontrowersyjne, że mężczyzna dzwoni jako pierwszy, ale jednak…",0
4,790,"…Absolutnie nie, bardzo dobrze.",0
6,791,Jednak pozwolę sobie na to.,0
6,792,"I aby ustalić kontekst pytania, będę miał tylko jedno, powiem, że jestem bezdzietnym kawalerem i co do zasady jestem zwolennikiem tego, aby aborcja była dostępna do pewnego momentu.",0
6,793,"Który to jest moment, to jest dyskusja pewnie, którą panie muszą odbyć.",0
6,794,"Zdaje się, że musimy znaleźć jedną normę prawną dla bardzo różnych norm moralnych.",0
6,795,"Jedni uważają, że dziecko jest od poczęcia, inni — że dopiero po urodzeniu.",0
6,796,"Zdaje mi się, że dyskusja, którą panie prowadzicie na temat uzgadniania norm moralnych jest co do zasady bezcelowa.",0
6,797,Nie przekonacie się nawzajem.,0
6,798,"I to (niezrozumiałe) lata tej dyskusji w polskim społeczeństwie pokazują, że tych norm moralnych mamy bardzo wiele, każdy ma swoją, musimy znaleźć jedną normę…",0
1,799,"…No dobrze, a pytanie?",0
6,800,"Tak, już, dziękuję, panie redaktorze.",0
1,801,"Przepraszam, ale…",0
7,802,"Po tym słowie wstępu — tak, chętnie.",0
7,803,"Chciałbym zadań pytanie przede wszystkim stronie pro-choice, mianowicie: to, czego w tej dyskusji mi brakuje, to uznania, że ciąża jest prokurowana przez dwoje ludzi i tam jest też ojciec.",0
7,804,I decyzja o aborcji lub o jej niepodjęciu będzie wpływała też na ojca.,0
7,805,"Więc jakie państwo by chciały, panie by chciały zaproponować rozwiązanie dla sytuacji, w których nie ma zgody między rodzicami co do tego, czy aborcji należy dokonać, czy nie?",1
7,806,"Kiedy na przykład kobieta mówi, że dla niej to jest tylko płód i ona chce tą ciążę usunąć, dla mężczyzny jest to dziecko już i dla niego to będzie trauma na całe życie, bo on ma uczucie, że ktoś podejmie decyzję o zabiciu jego dziecka.",0
1,807,Dziękuję…,0
6,808,"…Lub drugi wariant pytania, co jeżeli kobieta nie chce dokonać aborcji, ale mężczyzna mówi, ze dla niego to będzie zmiana całego życia, bo alimenty, bo osiemnaście lat opieki i tak dalej.",0
6,809,Co wówczas?,1
1,810,"Bardzo dziękuję za skądinąd, zdawałoby się, naturalną uwagę, że gdzieś za tym dzieckiem kryje się również ojciec.",0
5,811,"To ja odpowiem tak, że jeżeli medycyna dojdzie do takiego momentu w którym będzie można przeczepić ten zapłodniony zarodek do organizmu ojca, to wtedy będzie mógł o tym decydować.",0
5,812,"Póki co decyduje osoba będąca w ciąży, bo to w jej ciele rozwija się ten zarodek, to jej ciało jest zmieniane w wyniku hormonów ciążowych, to on, jej zagraża cukrzyca ciążowa, ostuda, nawet zagrożenie życia.",0
5,813,"To jej zagraża śmierć przy porodzie, to jej zagrażają wszelkie inne zmiany, również dotyczące psychiki, tak jak, jak depresja, jak depresja poporodowa.",0
5,814,"Nie dotyczy to bezpośrednio ojca tego zapłodnionego zarodka i jeżeli to kiedyś będzie możliwe, to wtedy tak, wtedy ojciec płodu będzie mógł o tym decydować, natomiast na tym etapie…",0
1,815,…Pani profesor łapie się za głowę.,0
5,816,"Na tym etapie osoba będąca w ciąży, bo to jest jej ciało.",0
2,817,Ale plemnik jest mężczyzny.,0
5,818,"Ale to chyba nie o wszystkie plemniki się tak mężczyźni bardzo troszczą, mam wrażenie.",0
1,819,"Dobrze, jeżeli to miała być uwaga tylko, że plemnik jest mężczyzny, to rozumiem… Pani doktor, bo to było pytanie dla zwolenniczek, no dla pań pro-choice, czyli również do pani.",0
1,820,Co w sytuacji konfliktu między ojcem a matką dziecka?,1
3,821,"No z mojej perspektywy, no mimo wszystko jest to kwestia relacji tutaj.",0
3,822,"Jeżeli już na tym etapie tak wczesnym dochodzi do konfliktu, to pytanie na ile te osoby są w stanie…",0
5,823,…być rodziną.,0
3,824,Być rodziną.,0
3,825,To po pierwsze.,0
3,826,"Po drugie, myślę, że każda para, która zaczyna współżyć, powinna jednak taką dyskusję odbyć wcześniej: co, jeżeli zajdę w ciążę, czy ktoś jest proaborcyjny czy antyaborcyjny.",0
3,827,"Myślę, że warto o tym rozmawiać wcześniej, już na etapie antykoncepcji, prawda?",1
5,828,To prawda.,0
3,829,I tutaj…,0
1,830,"Tutaj jest pełna zgoda, proszę bardzo.Tu pani profesor pokazuje…",0
5,831,…Kciuk do góry.,0
1,832,"W górę, tak.",0
1,833,"No bo rzeczywiście trudno sobie wyobrazić, że ktoś jest przeciw temu, żeby ludzie podejmowali decyzje o rodzicielstwie świadomie.",0
1,834,"No, chyba wszyscy się zgadzamy.",0
3,835,"No oczywiście, że tak.",0
3,836,"I jeżeli tu są takie niezgodności to, to ja sobie nie wyobrażam, że, że to będzie szczęśliwa rodzina.",0
1,837,"No ale pani profesor, być może to nie jest kwestia tego, czy rodzina będzie szczęśliwa, tylko czy dziecko się urodzi.",0
3,838,"No tutaj dalej kwestia tego, czy ta ciąża będzie kontynuowana, czy nie.",0
3,839,"W świecie idealnym ta decyzja powinna być podjęta w parze, tak…",0
1,840,…Mamy…,0
3,841,A z mojej perspektywy…,0
1,842,"Tak, przepraszam.",0
3,843,…parter powinien wspierać partnerkę i akceptować jej każą decyzję dotyczącą jej ciała.,0
1,844,Mamy kolejny telefon.,0
1,845,Słuchamy.,0
8,846,Dobry wieczór.,0
1,847,Dobry wieczór.,0
8,848,…z Warszawy.,0
1,849,Też Warszawa.,0
1,850,Kłaniamy się.,0
8,851,Tak jest.,0
8,852,"Mam wrażenie, ze jeżeli chodzi o stronę proaborcyjną i antyaborcyjną, wydaje mi się, że jest taki wspólny model myślenia o, o życiu człowieka i w zasadzie pomija się totalnie, co się ma dziać po.",0
